"design","prep.bl.use.prop.0","prep.mean.days.usage.0","art.init.lag.mean","non.testers.prop.0","tests.per.year.0","transmission.probability.insertive.infected","transmission.probability.receptive.infected","seroconcordant.main.condom.prob","serodiscordant.main.condom.prob","seroconcordant.casual.condom.prob","serodiscordant.casual.condom.prob","prop.steady.sex.acts","prop.casual.sex.acts","incarceration.prob","incarceration.with.cji.prob","jail.serving.time.mean","network.retention.multiplier","post.release.interference.period.mean","substance.use.condom.prob.multiplier","external.infections.per.person.day.min","external.infections.per.person.day.max","avg_incidence_10yr","avg_prevalence_10yr","avg_incidence_5yr","avg_prevalence_5yr"
164,0.25,204,85.9,0.11,2.6,0.0008738322,0.0001255938,0.212,0.31,0.495,0.326,0.137,0.105,8.4593236e-05,0.000620577,55.4,0.52,231,0.68,5.643835618e-06,2.8536986301e-05,1.79490801348388,15.2589468493151,1.75339515081615,14.9006991780822
165,0.25,204,85.9,0.11,2.6,0.0008738322,0.0001255938,0.212,0.42,0.495,0.326,0.137,0.105,8.4593236e-05,0.000620577,55.4,0.52,231,0.68,5.643835618e-06,2.8536986301e-05,1.75387836124397,15.1054869406393,1.72512370910503,14.7435136073059
166,0.25,204,85.9,0.11,2.6,0.0008738322,0.0001255938,0.32,0.42,0.495,0.326,0.137,0.105,8.4593236e-05,0.000620577,55.4,0.52,231,0.68,5.643835618e-06,2.8536986301e-05,1.76301597142833,14.9861333333333,1.74933355354327,14.7249033789954
167,0.25,204,85.9,0.11,2.6,0.000761011,0.0001255938,0.32,0.42,0.495,0.326,0.137,0.105,8.4593236e-05,0.000620577,55.4,0.52,231,0.68,5.643835618e-06,2.8536986301e-05,1.57105839187166,13.7803521461187,1.551332641801,13.454902283105
168,0.25,204,85.9,0.11,2.6,0.000761011,0.0001255938,0.32,0.42,0.377,0.326,0.137,0.105,8.4593236e-05,0.000620577,55.4,0.52,231,0.68,5.643835618e-06,2.8536986301e-05,1.57562785961015,13.73077543379,1.55058448857916,13.3851026484018
169,0.25,204,138.5,0.11,2.6,0.000761011,0.0001255938,0.32,0.42,0.377,0.326,0.137,0.105,8.4593236e-05,0.000620577,55.4,0.52,231,0.68,5.643835618e-06,2.8536986301e-05,1.59955892538678,13.94286456621,1.60264093686487,13.6656180821918
170,0.25,204,138.5,0.11,2.6,0.000761011,0.0001255938,0.32,0.42,0.377,0.326,0.137,0.105,8.4593236e-05,0.000620577,55.4,0.52,231,0.84,5.643835618e-06,2.8536986301e-05,1.56162767891098,13.8201847488584,1.55606973572415,13.4492832876712
171,0.25,204,138.5,0.09,2.6,0.000761011,0.0001255938,0.32,0.42,0.377,0.326,0.137,0.105,8.4593236e-05,0.000620577,55.4,0.52,231,0.84,5.643835618e-06,2.8536986301e-05,1.54060011065711,13.631645022831,1.52986819956971,13.277416803653
172,0.25,204,138.5,0.09,2.6,0.000761011,0.0001255938,0.32,0.42,0.377,0.326,0.137,0.105,8.4593236e-05,0.000620577,55.4,0.52,231,0.84,5.041095892e-06,2.8536986301e-05,1.55481715582773,13.7427131506849,1.53120580099402,13.4125214611872
173,0.25,204,138.5,0.09,3.3,0.000761011,0.0001255938,0.32,0.42,0.377,0.326,0.137,0.105,8.4593236e-05,0.000620577,55.4,0.52,231,0.84,5.041095892e-06,2.8536986301e-05,1.53075544644451,13.3498684018265,1.5283654054907,13.0656133333333
174,0.25,204,138.5,0.09,3.3,0.000761011,0.0001255938,0.32,0.42,0.377,0.326,0.137,0.105,6.1528648e-05,0.000620577,55.4,0.52,231,0.84,5.041095892e-06,2.8536986301e-05,1.53838622969766,13.5754551598174,1.52936880688108,13.268465022831
175,0.25,204,138.5,0.09,3.3,0.000761011,0.0001255938,0.32,0.42,0.377,0.326,0.171,0.105,6.1528648e-05,0.000620577,55.4,0.52,231,0.84,5.041095892e-06,2.8536986301e-05,1.65203143474022,14.4134261187215,1.62970184889248,14.0615174429224
176,0.25,204,138.5,0.09,3.3,0.000761011,0.0001255938,0.32,0.42,0.377,0.326,0.171,0.105,6.1528648e-05,0.000620577,55.4,0.68,231,0.84,5.041095892e-06,2.8536986301e-05,1.68528108948183,14.4774205479452,1.67558878153,14.1244982648402
177,0.31,204,59.6,0.14,2.6,0.0008738322,0.000415097,0.158,0.53,0.79,0.263,0.222,0.119,9.612553e-05,0.0004791162,37.6,0.28,331.5,0.76,6.246575344e-06,2.8536986301e-05,2.7959128327976,20.9853884018265,2.72452946652911,21.069443652968
178,0.31,204,59.6,0.14,2.6,0.0008738322,0.000415097,0.158,0.53,0.79,0.263,0.222,0.119,9.612553e-05,0.0004791162,37.6,0.28,331.5,0.76,6.246575344e-06,2.5643835615e-05,2.65869139329801,20.1186037442922,2.65321821566101,20.0941210958904
179,0.31,204,59.6,0.14,2.6,0.0008738322,0.000415097,0.158,0.53,0.79,0.389,0.222,0.119,9.612553e-05,0.0004791162,37.6,0.28,331.5,0.76,6.246575344e-06,2.5643835615e-05,2.60218005246564,19.9067655707763,2.58246897021114,19.830341369863
180,0.31,204,59.6,0.14,2.6,0.0008738322,0.000415097,0.158,0.53,0.79,0.389,0.256,0.119,9.612553e-05,0.0004791162,37.6,0.28,331.5,0.76,6.246575344e-06,2.5643835615e-05,2.78845560399278,20.9623821917808,2.77793758871259,20.958138630137
181,0.31,204,59.6,0.14,2.6,0.0008738322,0.000415097,0.158,0.53,0.79,0.389,0.256,0.119,9.612553e-05,0.0004791162,37.6,0.28,331.5,0.76,5.643835618e-06,2.5643835615e-05,2.79947227875639,20.8904121461187,2.7858156144968,20.9587106849315
182,0.31,204,59.6,0.14,2.6,0.000761011,0.000415097,0.158,0.53,0.79,0.389,0.256,0.119,9.612553e-05,0.0004791162,37.6,0.28,331.5,0.76,5.643835618e-06,2.5643835615e-05,2.39532504939526,18.7162937899543,2.39415184872378,18.5845589041096
183,0.31,204,59.6,0.14,2.6,0.000761011,0.000415097,0.158,0.53,0.79,0.389,0.256,0.119,9.612553e-05,0.0004791162,73.2,0.28,331.5,0.76,5.643835618e-06,2.5643835615e-05,2.33304899637091,18.4991931506849,2.32801009833047,18.3536
184,0.31,204,59.6,0.12,2.6,0.000761011,0.000415097,0.158,0.53,0.79,0.389,0.256,0.119,9.612553e-05,0.0004791162,73.2,0.28,331.5,0.76,5.643835618e-06,2.5643835615e-05,2.31117922645929,18.4091077625571,2.27620728549599,18.2156116894977
185,0.31,204,59.6,0.12,2.6,0.000761011,0.000415097,0.158,0.42,0.79,0.389,0.256,0.119,9.612553e-05,0.0004791162,73.2,0.28,331.5,0.76,5.643835618e-06,2.5643835615e-05,2.38770082017304,18.6133565296804,2.37975308567313,18.535839086758
186,0.31,204,59.6,0.12,2.6,0.000761011,0.000415097,0.158,0.42,0.79,0.389,0.256,0.119,9.612553e-05,0.0004791162,73.2,0.44,331.5,0.76,5.643835618e-06,2.5643835615e-05,2.3722516561703,18.6542775342466,2.35815848909409,18.5261052054795
187,0.31,204,59.6,0.12,2.6,0.000761011,0.000415097,0.158,0.42,0.79,0.389,0.256,0.119,9.612553e-05,0.0005734234,73.2,0.44,331.5,0.76,5.643835618e-06,2.5643835615e-05,2.40084631797209,18.7503192694064,2.384274226506,18.6857753424658
188,0.31,204,59.6,0.12,2.6,0.000761011,0.000415097,0.266,0.42,0.79,0.389,0.256,0.119,9.612553e-05,0.0005734234,73.2,0.44,331.5,0.76,5.643835618e-06,2.5643835615e-05,2.41363625997123,18.8683429223744,2.39136588035113,18.7838281278539
189,0.31,204,59.6,0.12,2.6,0.000761011,0.000415097,0.266,0.42,0.79,0.389,0.256,0.133,9.612553e-05,0.0005734234,73.2,0.44,331.5,0.76,5.643835618e-06,2.5643835615e-05,2.70334360469435,20.3113228310502,2.6959465952484,20.3970228310502
190,0.25,204,59.6,0.12,2.6,0.000761011,0.000415097,0.266,0.42,0.79,0.389,0.256,0.133,9.612553e-05,0.0005734234,73.2,0.44,331.5,0.76,5.643835618e-06,2.5643835615e-05,2.81799286762556,21.1284117808219,2.80969806623698,21.1502401826484
191,0.25,204,59.6,0.12,2.6,0.000761011,0.000415097,0.266,0.42,0.79,0.389,0.256,0.133,9.612553e-05,0.0005734234,73.2,0.44,264.5,0.76,5.643835618e-06,2.5643835615e-05,2.74841704451369,20.7801202739726,2.71992649024639,20.7940905936073
192,0.25,204,112.2,0.12,2.6,0.000761011,0.000415097,0.266,0.42,0.79,0.389,0.256,0.133,9.612553e-05,0.0005734234,73.2,0.44,264.5,0.76,5.643835618e-06,2.5643835615e-05,2.79262994961956,21.1130189041096,2.7724764271876,21.1018098630137
193,0.25,204,112.2,0.12,2.6,0.000761011,0.0003427212,0.266,0.42,0.79,0.389,0.256,0.133,9.612553e-05,0.0005734234,73.2,0.44,264.5,0.76,5.643835618e-06,2.5643835615e-05,2.65125770770636,20.3492873972603,2.62568136025586,20.343580456621
194,0.25,204,112.2,0.12,3.3,0.000761011,0.0003427212,0.266,0.42,0.79,0.389,0.256,0.133,9.612553e-05,0.0005734234,73.2,0.44,264.5,0.76,5.643835618e-06,2.5643835615e-05,2.62545235375158,20.1851601826484,2.60826570790729,20.1836885844749
195,0.25,204,112.2,0.12,3.3,0.000761011,0.0003427212,0.266,0.42,0.79,0.389,0.256,0.133,0.000119190118,0.0005734234,73.2,0.44,264.5,0.76,5.643835618e-06,2.5643835615e-05,2.61315592423936,20.0901446575342,2.56083116847756,20.046418630137
196,0.25,204,112.2,0.12,3.3,0.000761011,0.0003427212,0.266,0.42,0.79,0.389,0.256,0.133,0.000119190118,0.0005734234,73.2,0.44,264.5,0.6,5.643835618e-06,2.5643835615e-05,2.65196549346989,20.2911215525114,2.61687795895865,20.2482978995434
197,0.25,108,112.2,0.12,3.3,0.000761011,0.0003427212,0.266,0.42,0.79,0.389,0.256,0.133,0.000119190118,0.0005734234,73.2,0.44,264.5,0.6,5.643835618e-06,2.5643835615e-05,2.66087031876341,20.2862270319635,2.62553680438821,20.1971727853881
198,0.25,108,112.2,0.12,3.3,0.000761011,0.0003427212,0.266,0.42,0.672,0.389,0.256,0.133,0.000119190118,0.0005734234,73.2,0.44,264.5,0.6,5.643835618e-06,2.5643835615e-05,2.69678789450388,20.3240212785388,2.69008022741585,20.4319289497717
199,0.19,492,85.9,0.08,1.9,0.0008738322,0.0001617817,0.536,0.365,0.495,0.389,0.154,0.105,4.9996354e-05,0.000620577,73.2,0.84,63.5,0.36,5.342465755e-06,2.7090410958e-05,1.88517443044585,16.1133185388128,1.86477742705269,15.7899388127854
200,0.19,492,85.9,0.08,1.9,0.000761011,0.0001617817,0.536,0.365,0.495,0.389,0.154,0.105,4.9996354e-05,0.000620577,73.2,0.84,63.5,0.36,5.342465755e-06,2.7090410958e-05,1.66942367649726,14.66968,1.63219946782624,14.2981351598173
201,0.19,492,85.9,0.08,1.9,0.000761011,0.0001617817,0.536,0.365,0.495,0.389,0.154,0.105,4.9996354e-05,0.000620577,37.6,0.84,63.5,0.36,5.342465755e-06,2.7090410958e-05,1.66930003228144,14.7405529680365,1.62286093816418,14.3889373515982
202,0.19,492,85.9,0.08,2.6,0.000761011,0.0001617817,0.536,0.365,0.495,0.389,0.154,0.105,4.9996354e-05,0.000620577,37.6,0.84,63.5,0.36,5.342465755e-06,2.7090410958e-05,1.62822228488298,14.4259283105023,1.61794784677406,14.0408679452055
203,0.19,492,85.9,0.08,2.6,0.000761011,0.0001617817,0.536,0.365,0.495,0.389,0.154,0.105,4.9996354e-05,0.000620577,37.6,0.68,63.5,0.36,5.342465755e-06,2.7090410958e-05,1.6216064417387,14.2733001826484,1.62046579219254,13.9304787214612
204,0.13,492,85.9,0.08,2.6,0.000761011,0.0001617817,0.536,0.365,0.495,0.389,0.154,0.105,4.9996354e-05,0.000620577,37.6,0.68,63.5,0.36,5.342465755e-06,2.7090410958e-05,1.70242169386493,14.8149865753425,1.67654307092939,14.4330776255708
205,0.13,492,85.9,0.08,2.6,0.000761011,0.0001617817,0.536,0.365,0.377,0.389,0.154,0.105,4.9996354e-05,0.000620577,37.6,0.68,63.5,0.36,5.342465755e-06,2.7090410958e-05,1.68314655158808,14.7652323287671,1.64773329407961,14.3647740639269
206,0.13,492,85.9,0.08,2.6,0.000761011,0.0001617817,0.428,0.365,0.377,0.389,0.154,0.105,4.9996354e-05,0.000620577,37.6,0.68,63.5,0.36,5.342465755e-06,2.7090410958e-05,1.71079000689218,14.8466583561644,1.68222264331079,14.4763061187215
207,0.13,492,138.5,0.08,2.6,0.000761011,0.0001617817,0.428,0.365,0.377,0.389,0.154,0.105,4.9996354e-05,0.000620577,37.6,0.68,63.5,0.36,5.342465755e-06,2.7090410958e-05,1.74688648999417,14.9750442922374,1.72456049320137,14.7429097716895
208,0.13,492,138.5,0.08,2.6,0.000761011,0.0001617817,0.428,0.365,0.377,0.389,0.154,0.105,4.9996354e-05,0.000620577,37.6,0.68,130.5,0.36,5.342465755e-06,2.7090410958e-05,1.78633270581286,15.371416347032,1.77210390121838,15.0437311415525
209,0.13,492,138.5,0.1,2.6,0.000761011,0.0001617817,0.428,0.365,0.377,0.389,0.154,0.105,4.9996354e-05,0.000620577,37.6,0.68,130.5,0.36,5.342465755e-06,2.7090410958e-05,1.78290099800402,15.3037908675799,1.74376080316272,14.9627309589041
210,0.13,492,138.5,0.1,2.6,0.000761011,0.0001617817,0.428,0.365,0.377,0.389,0.154,0.105,4.9996354e-05,0.000620577,37.6,0.68,130.5,0.2,5.342465755e-06,2.7090410958e-05,1.80315244953245,15.4356322374429,1.78082435172178,15.1205660273973
211,0.13,492,138.5,0.1,2.6,0.000761011,0.0002341575,0.428,0.365,0.377,0.389,0.154,0.105,4.9996354e-05,0.000620577,37.6,0.68,130.5,0.2,5.342465755e-06,2.7090410958e-05,1.88094917323292,15.9629071232877,1.84043196246547,15.6428761643836
212,0.13,492,138.5,0.1,2.6,0.000761011,0.0002341575,0.428,0.365,0.377,0.389,0.188,0.105,4.9996354e-05,0.000620577,37.6,0.68,130.5,0.2,5.342465755e-06,2.7090410958e-05,2.08620488264676,17.0418252968037,2.06979264103982,16.8265444748858
213,0.13,492,138.5,0.1,2.6,0.000761011,0.0002341575,0.428,0.365,0.377,0.389,0.188,0.105,4.9996354e-05,0.0005262698,37.6,0.68,130.5,0.2,5.342465755e-06,2.7090410958e-05,2.1186470372251,17.315242739726,2.09734825608502,17.1157775342466
214,0.13,492,138.5,0.1,2.6,0.000761011,0.0002341575,0.428,0.365,0.377,0.389,0.188,0.091,4.9996354e-05,0.0005262698,37.6,0.68,130.5,0.2,5.342465755e-06,2.7090410958e-05,1.9200500226348,16.1108513242009,1.91826535292156,15.8200339726027
215,0.13,492,138.5,0.1,2.6,0.000761011,0.0002341575,0.428,0.365,0.377,0.263,0.188,0.091,4.9996354e-05,0.0005262698,37.6,0.68,130.5,0.2,5.342465755e-06,2.7090410958e-05,1.92235080607735,16.1170978995434,1.89534494929934,15.8314091324201
216,0.13,492,138.5,0.1,2.6,0.000761011,0.0002341575,0.428,0.365,0.377,0.263,0.188,0.091,7.3060942e-05,0.0005262698,37.6,0.68,130.5,0.2,5.342465755e-06,2.7090410958e-05,1.91642970516944,16.0714298630137,1.89842166964976,15.7371536073059
217,0.13,492,138.5,0.1,2.6,0.000761011,0.0002341575,0.428,0.365,0.377,0.263,0.188,0.091,7.3060942e-05,0.0005262698,37.6,0.68,130.5,0.2,4.739726029e-06,2.7090410958e-05,1.92361815955378,15.9835917808219,1.93475378118912,15.7299671232877
218,0.13,492,138.5,0.1,2.6,0.000761011,0.0002341575,0.428,0.255,0.377,0.263,0.188,0.091,7.3060942e-05,0.0005262698,37.6,0.68,130.5,0.2,4.739726029e-06,2.7090410958e-05,1.94785683633974,16.411761826484,1.90053888792154,16.0951621917808
219,0.13,492,138.5,0.1,2.6,0.000761011,0.0002341575,0.428,0.255,0.377,0.263,0.188,0.091,7.3060942e-05,0.0005262698,37.6,0.68,130.5,0.2,4.739726029e-06,2.4197260272e-05,1.78631264029745,15.2519465753425,1.76834378989671,14.8542653881279
220,0.13,396,138.5,0.1,2.6,0.000761011,0.0002341575,0.428,0.255,0.377,0.263,0.188,0.091,7.3060942e-05,0.0005262698,37.6,0.68,130.5,0.2,4.739726029e-06,2.4197260272e-05,1.79955454269201,15.3869811872146,1.77908563964811,15.0133559817352
