"instance","ycat","mean_hiv_prevalence","mean_prop_hivneg_onprep","mean_prop_hivpos_onart","mean_prop_hivpos_vlsupp","mean_prop_onart_vlsupp","mean_prop_infected_diagnosed","mean_prop_diagnosed_onart","mean_prop_condom"
2,9,22.9229315068493,21.811293740991,74.2777315871085,70.4757996035448,94.8777100111352,86.976360336221,85.3966879047072,62.9759937377414
2,10,22.6680273972603,22.1897125638823,74.2046504591243,70.5313825352865,95.0500395249969,87.0095295117136,85.2835978120198,63.0777832611475
2,11,22.7696712328767,22.5311405206551,74.296497745987,70.3074723258964,94.6310718558086,86.6561273635011,85.7389514629499,63.0679065301197
2,12,22.7900273972603,22.4626610181916,73.6607687605919,69.8404808902937,94.8155164670541,86.6214773411669,85.035691747781,63.0013049322231
2,13,22.6574520547945,21.7181441815814,74.4735247606045,70.6738886768479,94.8987451220193,87.3026413309887,85.3048412243771,63.2049791574887
2,14,22.5952876712329,21.8265835238888,75.1522488749177,71.2626162332211,94.8252159253018,87.633905704096,85.7572489224066,63.0816988509747
2,15,22.3391506849315,21.8268215519994,76.0909054537006,72.1030125580416,94.7599360345884,89.0317835688117,85.4626242793556,63.1784816485114
2,16,22.2422191780822,22.1582112266764,75.6026878223328,71.7020121245623,94.8393515088131,88.0841690103744,85.8308367544975,63.2764226591276
2,17,21.794,22.256684368756,75.6411323474633,71.8526864838556,94.9908969042302,88.6211303975984,85.354319825406,63.0090214492314
2,18,21.1400273972603,21.7804084265795,76.7023307250614,72.7491301986418,94.8446763164555,89.6196213868615,85.586603493181,62.6860559502106
2,19,20.8816164383562,21.6880987870948,75.0651079596022,70.8091093072212,94.3320497333233,88.5982736128208,84.7251549643354,62.6308847871291
2,20,20.8065205479452,21.8816281916814,74.6646296328374,70.5977519460335,94.5562307641226,87.4737425432232,85.3533245974756,62.639463119701
3,1,28.022301369863,27.4870052586783,63.1699834775539,60.4576418488772,95.7002230351096,89.585230759164,70.5146578672329,63.5684889986082
3,2,27.7231506849315,23.0709925029521,67.7696085969448,64.197121558152,94.7312192735476,88.5443316710708,76.5409722094731,63.3928301860538
3,3,26.7181643835616,21.7458260331441,71.3706476041852,67.8984816408277,95.1316343003447,88.5314911022324,80.6139455321911,63.078710705946
